id,date,raw_material_id,name,category,purchase_type,stock_used,unit,current_stock
26846,2025-02-14,RM008,Air Mineral,Air,bulk,478,ml,3103
26847,2025-05-06,RM020,Daging Sapi,Daging,daily,208,gram,1914
26848,2025-04-02,RM002,Susu UHT,Susu,bulk,123,ml,4083
26849,2025-03-31,RM005,Sirup Cokelat,Sirup,bulk,724,ml,5592
26850,2025-01-12,RM008,Air Mineral,Air,bulk,477,ml,1593
26851,2025-02-17,RM012,Stroberi,Buah,daily,392,gram,4090
26852,2025-01-29,RM012,Stroberi,Buah,daily,226,gram,1239
26853,2025-01-03,RM017,Mentimun,Sayuran,daily,50,gram,4252
26854,2025-04-30,RM005,Sirup Cokelat,Sirup,bulk,253,ml,3337
26855,2025-05-21,RM016,Tomat,Sayuran,daily,635,gram,2888
26856,2025-01-30,RM010,Cokelat Bubuk,Cokelat,bulk,954,gram,3476
26857,2025-03-27,RM005,Sirup Cokelat,Sirup,bulk,825,ml,5401
26858,2025-05-19,RM018,Wortel,Sayuran,daily,106,gram,3177
26859,2025-04-18,RM007,Espresso Blend,Kopi,bulk,474,gram,1234
26860,2025-01-14,RM005,Sirup Cokelat,Sirup,bulk,745,ml,1268
26861,2025-01-11,RM011,Pisang,Buah,daily,992,gram,3518
26862,2025-03-14,RM018,Wortel,Sayuran,daily,54,gram,2357
26863,2025-01-01,RM020,Daging Sapi,Daging,daily,917,gram,3084
26864,2025-04-03,RM008,Air Mineral,Air,bulk,903,ml,3477
26865,2025-04-02,RM009,Whipping Cream,Susu,bulk,955,ml,3861
26866,2025-02-22,RM002,Susu UHT,Susu,bulk,355,ml,1259
26867,2025-01-30,RM019,Daging Ayam,Daging,daily,787,gram,2454
26868,2025-03-28,RM013,Mangga,Buah,daily,239,gram,764
26869,2025-03-27,RM019,Daging Ayam,Daging,daily,147,gram,2603
26870,2025-02-06,RM012,Stroberi,Buah,daily,63,gram,3018
26871,2025-05-12,RM002,Susu UHT,Susu,bulk,580,ml,1619
26872,2025-01-20,RM019,Daging Ayam,Daging,daily,281,gram,2318
26873,2025-05-14,RM012,Stroberi,Buah,daily,680,gram,4119
26874,2025-01-30,RM005,Sirup Cokelat,Sirup,bulk,913,ml,5135
26875,2025-03-16,RM012,Stroberi,Buah,daily,782,gram,2868
26876,2025-03-12,RM006,Matcha Powder,Teh,bulk,54,gram,1483
26877,2025-04-26,RM010,Cokelat Bubuk,Cokelat,bulk,993,gram,3425
26878,2025-02-14,RM017,Mentimun,Sayuran,daily,78,gram,2666
26879,2025-02-21,RM007,Espresso Blend,Kopi,bulk,348,gram,4571
26880,2025-02-28,RM010,Cokelat Bubuk,Cokelat,bulk,141,gram,4527
26881,2025-01-21,RM016,Tomat,Sayuran,daily,568,gram,2295
26882,2025-04-25,RM013,Mangga,Buah,daily,268,gram,4715
26883,2025-01-06,RM013,Mangga,Buah,daily,208,gram,4567
26884,2025-04-29,RM002,Susu UHT,Susu,bulk,140,ml,1908
26885,2025-02-28,RM020,Daging Sapi,Daging,daily,182,gram,3576
26886,2025-04-25,RM010,Cokelat Bubuk,Cokelat,bulk,705,gram,5453
26887,2025-03-08,RM005,Sirup Cokelat,Sirup,bulk,895,ml,5808
26888,2025-05-14,RM002,Susu UHT,Susu,bulk,295,ml,1095
26889,2025-01-15,RM001,Kopi Arabika,Kopi,bulk,593,gram,3632
26890,2025-01-27,RM004,Sirup Vanilla,Sirup,bulk,460,ml,1002
26891,2025-01-11,RM013,Mangga,Buah,daily,544,gram,5270
26892,2025-02-22,RM020,Daging Sapi,Daging,daily,281,gram,3708
26893,2025-02-09,RM001,Kopi Arabika,Kopi,bulk,475,gram,5152
26894,2025-03-02,RM007,Espresso Blend,Kopi,bulk,286,gram,2284
26895,2025-04-01,RM005,Sirup Cokelat,Sirup,bulk,394,ml,4619
26896,2025-04-01,RM013,Mangga,Buah,daily,255,gram,1779
26897,2025-02-25,RM020,Daging Sapi,Daging,daily,424,gram,3547
26898,2025-02-23,RM009,Whipping Cream,Susu,bulk,835,ml,1964
26899,2025-02-15,RM002,Susu UHT,Susu,bulk,407,ml,1051
26900,2025-05-12,RM019,Daging Ayam,Daging,daily,972,gram,3886
26901,2025-01-17,RM019,Daging Ayam,Daging,daily,605,gram,2726
26902,2025-04-30,RM003,Gula Pasir,Gula,bulk,392,gram,5098
26903,2025-04-14,RM014,Nanas,Buah,daily,401,gram,3391
26904,2025-02-28,RM008,Air Mineral,Air,bulk,788,ml,1715
26905,2025-01-23,RM005,Sirup Cokelat,Sirup,bulk,375,ml,3857
26906,2025-02-19,RM013,Mangga,Buah,daily,855,gram,5146
26907,2025-05-21,RM007,Espresso Blend,Kopi,bulk,372,gram,2388
26908,2025-01-01,RM019,Daging Ayam,Daging,daily,853,gram,5651
26909,2025-05-09,RM012,Stroberi,Buah,daily,60,gram,4889
26910,2025-01-19,RM019,Daging Ayam,Daging,daily,863,gram,3817
26911,2025-03-22,RM009,Whipping Cream,Susu,bulk,104,ml,2906
26912,2025-03-24,RM001,Kopi Arabika,Kopi,bulk,358,gram,3586
26913,2025-01-18,RM018,Wortel,Sayuran,daily,426,gram,5127
26914,2025-01-06,RM012,Stroberi,Buah,daily,805,gram,3140
26915,2025-01-11,RM008,Air Mineral,Air,bulk,681,ml,4388
26916,2025-01-13,RM006,Matcha Powder,Teh,bulk,230,gram,3242
26917,2025-02-05,RM018,Wortel,Sayuran,daily,843,gram,1743
26918,2025-04-28,RM013,Mangga,Buah,daily,905,gram,2702
26919,2025-04-10,RM006,Matcha Powder,Teh,bulk,936,gram,3182
26920,2025-05-13,RM015,Selada,Sayuran,daily,318,gram,4877
26921,2025-02-04,RM002,Susu UHT,Susu,bulk,516,ml,2156
26922,2025-05-03,RM008,Air Mineral,Air,bulk,993,ml,5838
26923,2025-04-10,RM012,Stroberi,Buah,daily,103,gram,4156
26924,2025-03-29,RM015,Selada,Sayuran,daily,103,gram,3099
26925,2025-05-11,RM019,Daging Ayam,Daging,daily,716,gram,2383
26926,2025-03-11,RM007,Espresso Blend,Kopi,bulk,320,gram,2239
26927,2025-04-25,RM014,Nanas,Buah,daily,184,gram,2555
26928,2025-05-02,RM013,Mangga,Buah,daily,109,gram,2446
26929,2025-03-02,RM006,Matcha Powder,Teh,bulk,407,gram,1461
26930,2025-03-11,RM007,Espresso Blend,Kopi,bulk,105,gram,1719
26931,2025-05-08,RM014,Nanas,Buah,daily,305,gram,2229
26932,2025-03-05,RM004,Sirup Vanilla,Sirup,bulk,253,ml,879
26933,2025-04-21,RM004,Sirup Vanilla,Sirup,bulk,170,ml,3313
26934,2025-04-26,RM019,Daging Ayam,Daging,daily,917,gram,5814
26935,2025-01-02,RM003,Gula Pasir,Gula,bulk,291,gram,987
26936,2025-01-16,RM007,Espresso Blend,Kopi,bulk,714,gram,1309
26937,2025-03-15,RM014,Nanas,Buah,daily,412,gram,1069
26938,2025-01-25,RM015,Selada,Sayuran,daily,437,gram,4578
26939,2025-02-20,RM003,Gula Pasir,Gula,bulk,114,gram,2042
26940,2025-03-21,RM005,Sirup Cokelat,Sirup,bulk,326,ml,2797
26941,2025-03-10,RM004,Sirup Vanilla,Sirup,bulk,251,ml,4611
26942,2025-02-06,RM006,Matcha Powder,Teh,bulk,580,gram,1143
26943,2025-02-08,RM011,Pisang,Buah,daily,289,gram,3603
26944,2025-03-10,RM009,Whipping Cream,Susu,bulk,449,ml,2759
26945,2025-03-07,RM001,Kopi Arabika,Kopi,bulk,694,gram,5235
26946,2025-03-22,RM005,Sirup Cokelat,Sirup,bulk,698,ml,4504
26947,2025-03-26,RM007,Espresso Blend,Kopi,bulk,505,gram,4232
26948,2025-03-05,RM009,Whipping Cream,Susu,bulk,454,ml,4781
26949,2025-02-14,RM001,Kopi Arabika,Kopi,bulk,416,gram,2102
26950,2025-02-18,RM020,Daging Sapi,Daging,daily,554,gram,2689
26951,2025-04-15,RM002,Susu UHT,Susu,bulk,76,ml,2870
26952,2025-02-09,RM013,Mangga,Buah,daily,963,gram,4088
26953,2025-01-30,RM009,Whipping Cream,Susu,bulk,919,ml,1594
26954,2025-04-05,RM020,Daging Sapi,Daging,daily,464,gram,3526
26955,2025-04-24,RM010,Cokelat Bubuk,Cokelat,bulk,804,gram,2595
26956,2025-04-07,RM013,Mangga,Buah,daily,972,gram,4918
26957,2025-01-11,RM016,Tomat,Sayuran,daily,824,gram,2723
26958,2025-04-04,RM004,Sirup Vanilla,Sirup,bulk,431,ml,1890
26959,2025-03-01,RM006,Matcha Powder,Teh,bulk,367,gram,2428
26960,2025-02-19,RM014,Nanas,Buah,daily,693,gram,4592
26961,2025-04-26,RM019,Daging Ayam,Daging,daily,658,gram,2534
26962,2025-05-09,RM013,Mangga,Buah,daily,320,gram,4046
26963,2025-02-06,RM015,Selada,Sayuran,daily,364,gram,933
26964,2025-02-06,RM007,Espresso Blend,Kopi,bulk,675,gram,1621
26965,2025-03-15,RM011,Pisang,Buah,daily,719,gram,5406
26966,2025-05-20,RM010,Cokelat Bubuk,Cokelat,bulk,426,gram,3618
26967,2025-05-15,RM006,Matcha Powder,Teh,bulk,929,gram,4050
26968,2025-04-09,RM003,Gula Pasir,Gula,bulk,836,gram,2496
26969,2025-04-13,RM011,Pisang,Buah,daily,255,gram,2893
26970,2025-03-20,RM007,Espresso Blend,Kopi,bulk,875,gram,2612
26971,2025-05-13,RM009,Whipping Cream,Susu,bulk,690,ml,3833
26972,2025-04-01,RM009,Whipping Cream,Susu,bulk,114,ml,2975
26973,2025-01-15,RM001,Kopi Arabika,Kopi,bulk,630,gram,1428
26974,2025-03-24,RM014,Nanas,Buah,daily,690,gram,5186
26975,2025-05-20,RM015,Selada,Sayuran,daily,829,gram,3603
26976,2025-01-11,RM017,Mentimun,Sayuran,daily,304,gram,4276
26977,2025-05-06,RM007,Espresso Blend,Kopi,bulk,620,gram,2420
26978,2025-04-18,RM013,Mangga,Buah,daily,691,gram,4955
26979,2025-04-13,RM009,Whipping Cream,Susu,bulk,530,ml,2241
26980,2025-02-20,RM013,Mangga,Buah,daily,602,gram,5092
26981,2025-02-23,RM011,Pisang,Buah,daily,460,gram,4628
26982,2025-01-25,RM013,Mangga,Buah,daily,623,gram,5261
26983,2025-03-02,RM013,Mangga,Buah,daily,797,gram,2532
26984,2025-02-06,RM020,Daging Sapi,Daging,daily,62,gram,2948
26985,2025-04-13,RM003,Gula Pasir,Gula,bulk,921,gram,4952
26986,2025-02-01,RM014,Nanas,Buah,daily,506,gram,4977
26987,2025-04-22,RM006,Matcha Powder,Teh,bulk,831,gram,2903
26988,2025-01-26,RM011,Pisang,Buah,daily,423,gram,2625
26989,2025-05-03,RM011,Pisang,Buah,daily,338,gram,1555
26990,2025-02-09,RM006,Matcha Powder,Teh,bulk,983,gram,3582
26991,2025-04-06,RM018,Wortel,Sayuran,daily,793,gram,1832
26992,2025-04-27,RM009,Whipping Cream,Susu,bulk,988,ml,1895
26993,2025-01-29,RM006,Matcha Powder,Teh,bulk,697,gram,1586
26994,2025-02-06,RM019,Daging Ayam,Daging,daily,489,gram,1213
26995,2025-01-07,RM003,Gula Pasir,Gula,bulk,792,gram,4475
26996,2025-05-11,RM018,Wortel,Sayuran,daily,400,gram,4375
26997,2025-02-22,RM003,Gula Pasir,Gula,bulk,80,gram,2975
26998,2025-04-16,RM003,Gula Pasir,Gula,bulk,749,gram,1294
26999,2025-03-25,RM016,Tomat,Sayuran,daily,672,gram,5326
27000,2025-04-19,RM004,Sirup Vanilla,Sirup,bulk,396,ml,4091
27001,2025-03-31,RM011,Pisang,Buah,daily,675,gram,5675
27002,2025-02-28,RM019,Daging Ayam,Daging,daily,154,gram,1219
27003,2025-02-14,RM018,Wortel,Sayuran,daily,195,gram,4861
27004,2025-02-20,RM005,Sirup Cokelat,Sirup,bulk,392,ml,2243
27005,2025-01-10,RM016,Tomat,Sayuran,daily,569,gram,4968
27006,2025-04-15,RM014,Nanas,Buah,daily,192,gram,4437
27007,2025-01-31,RM001,Kopi Arabika,Kopi,bulk,904,gram,1791
27008,2025-03-22,RM018,Wortel,Sayuran,daily,853,gram,3395
27009,2025-03-26,RM005,Sirup Cokelat,Sirup,bulk,978,ml,2851
27010,2025-04-28,RM020,Daging Sapi,Daging,daily,928,gram,5282
27011,2025-03-20,RM012,Stroberi,Buah,daily,475,gram,3411
27012,2025-01-08,RM002,Susu UHT,Susu,bulk,819,ml,4636
27013,2025-05-10,RM003,Gula Pasir,Gula,bulk,560,gram,3643
27014,2025-04-21,RM017,Mentimun,Sayuran,daily,88,gram,4056
27015,2025-01-26,RM005,Sirup Cokelat,Sirup,bulk,654,ml,5548
27016,2025-03-06,RM012,Stroberi,Buah,daily,319,gram,5260
27017,2025-04-15,RM019,Daging Ayam,Daging,daily,628,gram,4610
27018,2025-03-28,RM009,Whipping Cream,Susu,bulk,723,ml,3907
27019,2025-05-13,RM013,Mangga,Buah,daily,681,gram,1290
27020,2025-04-01,RM017,Mentimun,Sayuran,daily,584,gram,3153
27021,2025-04-23,RM008,Air Mineral,Air,bulk,124,ml,3435
27022,2025-02-07,RM018,Wortel,Sayuran,daily,376,gram,5052
27023,2025-02-11,RM006,Matcha Powder,Teh,bulk,165,gram,1986
27024,2025-02-14,RM018,Wortel,Sayuran,daily,129,gram,4070
27025,2025-01-12,RM009,Whipping Cream,Susu,bulk,994,ml,5526
27026,2025-01-13,RM015,Selada,Sayuran,daily,384,gram,2399
27027,2025-03-11,RM009,Whipping Cream,Susu,bulk,917,ml,5466
27028,2025-01-03,RM010,Cokelat Bubuk,Cokelat,bulk,767,gram,5187
27029,2025-04-09,RM011,Pisang,Buah,daily,607,gram,1521
27030,2025-03-06,RM013,Mangga,Buah,daily,848,gram,4409
27031,2025-03-14,RM019,Daging Ayam,Daging,daily,316,gram,1326
27032,2025-04-18,RM007,Espresso Blend,Kopi,bulk,820,gram,2312
27033,2025-02-12,RM004,Sirup Vanilla,Sirup,bulk,137,ml,2636
27034,2025-03-19,RM012,Stroberi,Buah,daily,611,gram,3164
27035,2025-03-07,RM015,Selada,Sayuran,daily,916,gram,2377
27036,2025-02-06,RM013,Mangga,Buah,daily,394,gram,2988
27037,2025-02-25,RM004,Sirup Vanilla,Sirup,bulk,800,ml,3232
27038,2025-02-16,RM013,Mangga,Buah,daily,527,gram,1434
27039,2025-01-11,RM003,Gula Pasir,Gula,bulk,79,gram,4088
27040,2025-04-30,RM020,Daging Sapi,Daging,daily,519,gram,3442
27041,2025-04-08,RM004,Sirup Vanilla,Sirup,bulk,983,ml,4311
27042,2025-01-28,RM004,Sirup Vanilla,Sirup,bulk,630,ml,4852
27043,2025-03-16,RM013,Mangga,Buah,daily,417,gram,2109
27044,2025-04-05,RM014,Nanas,Buah,daily,729,gram,2638
27045,2025-02-18,RM003,Gula Pasir,Gula,bulk,901,gram,3963
27046,2025-02-01,RM020,Daging Sapi,Daging,daily,505,gram,5479
27047,2025-04-30,RM010,Cokelat Bubuk,Cokelat,bulk,815,gram,3754
27048,2025-03-21,RM007,Espresso Blend,Kopi,bulk,213,gram,1814
27049,2025-01-09,RM011,Pisang,Buah,daily,183,gram,3193
27050,2025-04-02,RM019,Daging Ayam,Daging,daily,797,gram,1894
27051,2025-03-22,RM007,Espresso Blend,Kopi,bulk,135,gram,1777
27052,2025-01-16,RM012,Stroberi,Buah,daily,61,gram,1117
27053,2025-02-19,RM005,Sirup Cokelat,Sirup,bulk,380,ml,2480
27054,2025-02-18,RM004,Sirup Vanilla,Sirup,bulk,130,ml,4590
27055,2025-03-18,RM001,Kopi Arabika,Kopi,bulk,532,gram,5138
27056,2025-03-16,RM011,Pisang,Buah,daily,958,gram,3108
27057,2025-04-27,RM016,Tomat,Sayuran,daily,575,gram,4407
27058,2025-01-29,RM002,Susu UHT,Susu,bulk,115,ml,713
27059,2025-05-17,RM015,Selada,Sayuran,daily,582,gram,4279
27060,2025-01-08,RM007,Espresso Blend,Kopi,bulk,706,gram,5216
27061,2025-05-01,RM009,Whipping Cream,Susu,bulk,463,ml,5250
27062,2025-04-30,RM008,Air Mineral,Air,bulk,52,ml,1684
27063,2025-05-19,RM014,Nanas,Buah,daily,560,gram,1744
27064,2025-04-03,RM004,Sirup Vanilla,Sirup,bulk,561,ml,4814
27065,2025-03-28,RM003,Gula Pasir,Gula,bulk,930,gram,2924
27066,2025-05-04,RM020,Daging Sapi,Daging,daily,200,gram,2061
27067,2025-05-15,RM019,Daging Ayam,Daging,daily,977,gram,3605
27068,2025-05-05,RM001,Kopi Arabika,Kopi,bulk,232,gram,4830
27069,2025-02-28,RM013,Mangga,Buah,daily,860,gram,3259
27070,2025-04-06,RM018,Wortel,Sayuran,daily,431,gram,2180
27071,2025-02-22,RM004,Sirup Vanilla,Sirup,bulk,686,ml,2708
27072,2025-04-12,RM005,Sirup Cokelat,Sirup,bulk,994,ml,5863
27073,2025-03-26,RM013,Mangga,Buah,daily,205,gram,1977
27074,2025-02-01,RM005,Sirup Cokelat,Sirup,bulk,54,ml,2403
27075,2025-05-15,RM017,Mentimun,Sayuran,daily,535,gram,1387
27076,2025-02-10,RM018,Wortel,Sayuran,daily,753,gram,2854
27077,2025-03-14,RM009,Whipping Cream,Susu,bulk,133,ml,5097
27078,2025-03-30,RM008,Air Mineral,Air,bulk,534,ml,2737
27079,2025-02-14,RM013,Mangga,Buah,daily,299,gram,3457
27080,2025-01-13,RM020,Daging Sapi,Daging,daily,969,gram,4511
27081,2025-02-08,RM002,Susu UHT,Susu,bulk,166,ml,4492
27082,2025-02-20,RM017,Mentimun,Sayuran,daily,250,gram,2312
27083,2025-01-08,RM008,Air Mineral,Air,bulk,575,ml,5434
27084,2025-04-16,RM011,Pisang,Buah,daily,823,gram,5654
27085,2025-01-29,RM007,Espresso Blend,Kopi,bulk,230,gram,4260
27086,2025-02-03,RM003,Gula Pasir,Gula,bulk,955,gram,1492
27087,2025-05-19,RM006,Matcha Powder,Teh,bulk,987,gram,2702
27088,2025-01-01,RM001,Kopi Arabika,Kopi,bulk,655,gram,1951
27089,2025-04-04,RM012,Stroberi,Buah,daily,820,gram,4918
27090,2025-01-31,RM007,Espresso Blend,Kopi,bulk,764,gram,2314
27091,2025-04-20,RM020,Daging Sapi,Daging,daily,1000,gram,3140
27092,2025-02-27,RM011,Pisang,Buah,daily,521,gram,4345
27093,2025-03-12,RM003,Gula Pasir,Gula,bulk,738,gram,3355
27094,2025-02-22,RM017,Mentimun,Sayuran,daily,736,gram,2096
27095,2025-01-02,RM012,Stroberi,Buah,daily,107,gram,2344
27096,2025-05-19,RM006,Matcha Powder,Teh,bulk,528,gram,3246
27097,2025-03-15,RM002,Susu UHT,Susu,bulk,765,ml,2489
27098,2025-03-22,RM005,Sirup Cokelat,Sirup,bulk,470,ml,3871
27099,2025-01-27,RM018,Wortel,Sayuran,daily,108,gram,4537
27100,2025-02-08,RM001,Kopi Arabika,Kopi,bulk,78,gram,1254
27101,2025-03-25,RM003,Gula Pasir,Gula,bulk,778,gram,1345
27102,2025-03-19,RM001,Kopi Arabika,Kopi,bulk,418,gram,5044
27103,2025-02-28,RM003,Gula Pasir,Gula,bulk,950,gram,5738
27104,2025-02-16,RM016,Tomat,Sayuran,daily,371,gram,1101
27105,2025-01-25,RM014,Nanas,Buah,daily,623,gram,2431
27106,2025-01-12,RM020,Daging Sapi,Daging,daily,950,gram,2276
27107,2025-03-30,RM003,Gula Pasir,Gula,bulk,410,gram,1808
27108,2025-04-03,RM002,Susu UHT,Susu,bulk,943,ml,2378
27109,2025-02-03,RM001,Kopi Arabika,Kopi,bulk,444,gram,1720
27110,2025-01-03,RM012,Stroberi,Buah,daily,677,gram,1827
27111,2025-01-07,RM018,Wortel,Sayuran,daily,808,gram,5084
27112,2025-04-18,RM016,Tomat,Sayuran,daily,182,gram,4599
27113,2025-02-17,RM001,Kopi Arabika,Kopi,bulk,912,gram,4408
27114,2025-03-24,RM003,Gula Pasir,Gula,bulk,346,gram,930
27115,2025-02-19,RM004,Sirup Vanilla,Sirup,bulk,400,ml,4736
27116,2025-03-10,RM002,Susu UHT,Susu,bulk,720,ml,5228
27117,2025-04-09,RM013,Mangga,Buah,daily,683,gram,3152
27118,2025-03-20,RM007,Espresso Blend,Kopi,bulk,718,gram,1990
27119,2025-05-20,RM003,Gula Pasir,Gula,bulk,978,gram,2710
27120,2025-04-14,RM002,Susu UHT,Susu,bulk,403,ml,2574
27121,2025-05-15,RM002,Susu UHT,Susu,bulk,593,ml,2808
27122,2025-03-01,RM020,Daging Sapi,Daging,daily,483,gram,1972
27123,2025-02-20,RM015,Selada,Sayuran,daily,101,gram,3897
27124,2025-01-10,RM005,Sirup Cokelat,Sirup,bulk,88,ml,3567
27125,2025-03-14,RM019,Daging Ayam,Daging,daily,976,gram,4280
27126,2025-01-18,RM005,Sirup Cokelat,Sirup,bulk,213,ml,3200
27127,2025-04-27,RM006,Matcha Powder,Teh,bulk,970,gram,4935
27128,2025-03-06,RM013,Mangga,Buah,daily,757,gram,4095
27129,2025-05-15,RM008,Air Mineral,Air,bulk,265,ml,1560
27130,2025-04-25,RM015,Selada,Sayuran,daily,505,gram,4090
27131,2025-05-20,RM012,Stroberi,Buah,daily,286,gram,5199
27132,2025-05-03,RM007,Espresso Blend,Kopi,bulk,155,gram,848
27133,2025-03-13,RM020,Daging Sapi,Daging,daily,94,gram,3102
27134,2025-05-12,RM018,Wortel,Sayuran,daily,688,gram,2315
27135,2025-02-13,RM006,Matcha Powder,Teh,bulk,992,gram,3689
27136,2025-04-25,RM018,Wortel,Sayuran,daily,323,gram,3141
27137,2025-01-11,RM018,Wortel,Sayuran,daily,757,gram,5380
27138,2025-01-30,RM019,Daging Ayam,Daging,daily,895,gram,4545
27139,2025-03-09,RM008,Air Mineral,Air,bulk,217,ml,4861
27140,2025-03-17,RM006,Matcha Powder,Teh,bulk,869,gram,2002
27141,2025-03-31,RM007,Espresso Blend,Kopi,bulk,967,gram,2422
27142,2025-02-25,RM011,Pisang,Buah,daily,414,gram,1634
27143,2025-04-08,RM016,Tomat,Sayuran,daily,835,gram,4532
27144,2025-03-14,RM016,Tomat,Sayuran,daily,136,gram,2395
27145,2025-01-17,RM006,Matcha Powder,Teh,bulk,973,gram,5439
27146,2025-04-13,RM018,Wortel,Sayuran,daily,923,gram,5250
27147,2025-05-10,RM011,Pisang,Buah,daily,942,gram,5653
27148,2025-01-02,RM006,Matcha Powder,Teh,bulk,876,gram,1649
27149,2025-03-17,RM019,Daging Ayam,Daging,daily,314,gram,3892
27150,2025-03-20,RM020,Daging Sapi,Daging,daily,581,gram,4720
27151,2025-02-26,RM010,Cokelat Bubuk,Cokelat,bulk,738,gram,5532
27152,2025-04-13,RM020,Daging Sapi,Daging,daily,876,gram,4103
27153,2025-03-23,RM005,Sirup Cokelat,Sirup,bulk,725,ml,3614
27154,2025-03-26,RM012,Stroberi,Buah,daily,898,gram,4105
27155,2025-05-01,RM002,Susu UHT,Susu,bulk,275,ml,2899
27156,2025-04-04,RM013,Mangga,Buah,daily,527,gram,4577
27157,2025-02-15,RM001,Kopi Arabika,Kopi,bulk,623,gram,4500
27158,2025-04-16,RM008,Air Mineral,Air,bulk,948,ml,4607
27159,2025-05-19,RM019,Daging Ayam,Daging,daily,437,gram,2804
27160,2025-01-16,RM005,Sirup Cokelat,Sirup,bulk,862,ml,1470
27161,2025-04-21,RM012,Stroberi,Buah,daily,410,gram,5317
27162,2025-03-13,RM002,Susu UHT,Susu,bulk,991,ml,4170
27163,2025-05-21,RM011,Pisang,Buah,daily,730,gram,2758
27164,2025-02-25,RM013,Mangga,Buah,daily,385,gram,3619
27165,2025-01-08,RM014,Nanas,Buah,daily,675,gram,5132
27166,2025-01-24,RM010,Cokelat Bubuk,Cokelat,bulk,702,gram,4394
27167,2025-04-17,RM018,Wortel,Sayuran,daily,445,gram,4790
27168,2025-01-15,RM004,Sirup Vanilla,Sirup,bulk,176,ml,4360
27169,2025-04-13,RM005,Sirup Cokelat,Sirup,bulk,302,ml,1237
27170,2025-03-19,RM012,Stroberi,Buah,daily,76,gram,4993
27171,2025-01-16,RM007,Espresso Blend,Kopi,bulk,326,gram,1337
27172,2025-04-15,RM004,Sirup Vanilla,Sirup,bulk,841,ml,4593
27173,2025-02-04,RM014,Nanas,Buah,daily,797,gram,2344
27174,2025-01-22,RM014,Nanas,Buah,daily,593,gram,2199
27175,2025-05-03,RM007,Espresso Blend,Kopi,bulk,732,gram,3037
27176,2025-03-18,RM015,Selada,Sayuran,daily,236,gram,5219
27177,2025-03-20,RM013,Mangga,Buah,daily,355,gram,2275
27178,2025-01-11,RM006,Matcha Powder,Teh,bulk,576,gram,3747
27179,2025-01-17,RM011,Pisang,Buah,daily,297,gram,2600
27180,2025-02-03,RM020,Daging Sapi,Daging,daily,143,gram,1240
27181,2025-01-06,RM007,Espresso Blend,Kopi,bulk,819,gram,1534
27182,2025-04-09,RM001,Kopi Arabika,Kopi,bulk,103,gram,3794
27183,2025-01-07,RM003,Gula Pasir,Gula,bulk,497,gram,4580
27184,2025-03-09,RM017,Mentimun,Sayuran,daily,232,gram,2020
27185,2025-04-01,RM015,Selada,Sayuran,daily,82,gram,3377
27186,2025-05-01,RM017,Mentimun,Sayuran,daily,575,gram,4394
27187,2025-01-04,RM008,Air Mineral,Air,bulk,403,ml,2806
27188,2025-03-07,RM019,Daging Ayam,Daging,daily,825,gram,3643
27189,2025-02-15,RM001,Kopi Arabika,Kopi,bulk,411,gram,3006
27190,2025-02-03,RM003,Gula Pasir,Gula,bulk,382,gram,4539
27191,2025-04-13,RM003,Gula Pasir,Gula,bulk,73,gram,3733
27192,2025-01-12,RM017,Mentimun,Sayuran,daily,146,gram,4627
27193,2025-03-26,RM002,Susu UHT,Susu,bulk,282,ml,3778
27194,2025-02-12,RM001,Kopi Arabika,Kopi,bulk,677,gram,2223
27195,2025-03-11,RM016,Tomat,Sayuran,daily,395,gram,1643
27196,2025-01-26,RM015,Selada,Sayuran,daily,213,gram,1976
27197,2025-03-18,RM018,Wortel,Sayuran,daily,994,gram,4700
27198,2025-04-24,RM019,Daging Ayam,Daging,daily,407,gram,2706
27199,2025-05-11,RM016,Tomat,Sayuran,daily,923,gram,2344
27200,2025-03-19,RM020,Daging Sapi,Daging,daily,839,gram,1415
27201,2025-01-12,RM020,Daging Sapi,Daging,daily,795,gram,2664
27202,2025-03-14,RM018,Wortel,Sayuran,daily,740,gram,2330
27203,2025-04-05,RM004,Sirup Vanilla,Sirup,bulk,565,ml,2869
27204,2025-03-27,RM015,Selada,Sayuran,daily,890,gram,2791
27205,2025-01-13,RM002,Susu UHT,Susu,bulk,178,ml,4784
27206,2025-02-15,RM017,Mentimun,Sayuran,daily,214,gram,4174
27207,2025-02-14,RM008,Air Mineral,Air,bulk,334,ml,1495
27208,2025-02-11,RM016,Tomat,Sayuran,daily,975,gram,5972
27209,2025-01-29,RM017,Mentimun,Sayuran,daily,242,gram,1636
27210,2025-01-31,RM020,Daging Sapi,Daging,daily,225,gram,1711
27211,2025-03-30,RM001,Kopi Arabika,Kopi,bulk,759,gram,5245
27212,2025-04-10,RM003,Gula Pasir,Gula,bulk,505,gram,4519
27213,2025-03-21,RM013,Mangga,Buah,daily,692,gram,2493
27214,2025-01-03,RM012,Stroberi,Buah,daily,549,gram,4185
27215,2025-04-12,RM014,Nanas,Buah,daily,864,gram,5760
27216,2025-02-10,RM009,Whipping Cream,Susu,bulk,226,ml,4024
27217,2025-05-10,RM006,Matcha Powder,Teh,bulk,472,gram,3727
27218,2025-03-16,RM019,Daging Ayam,Daging,daily,123,gram,4984
27219,2025-05-11,RM003,Gula Pasir,Gula,bulk,491,gram,4132
27220,2025-05-05,RM001,Kopi Arabika,Kopi,bulk,681,gram,1918
